ma_vt,ten_vt,sl_ban_ra,tien_ban_ra,last_date,extra
1200109,,51.0,12918160.0,2018-10-09T00:00:00,942.0
1200110,Bộ cấp nguồn/ Adaptor Acer 19V-4.74A,,,2018-10-08T00:00:00,
1200112,Bộ cấp nguồn/ Adaptor Asus 19V-2.1A,2.0,678182.0,2018-09-25T00:00:00,134.0
1200113,Bộ cấp nguồn/ Adaptor Asus 19V-3.42A,116.0,29527220.0,2018-10-09T00:00:00,853.0
1200114,Bộ cấp nguồn/ Adaptor Asus 19V-4.74A,31.0,8651821.0,2018-10-09T00:00:00,655.0
1200119,Bộ cấp nguồn/ Adaptor Dell 19.5V-3.34A (Đầu kim nhỏ),80.0,29090882.0,2018-10-09T00:00:00,403.0
1200122,Bộ cấp nguồn/ Adaptor Dell 19.5V - 4.62A (Đầu kim),69.0,22581837.0,2018-10-09T00:00:00,417.0
1200124,Bộ cấp nguồn/ Adaptor Dell 19.5V-6.7A,2.0,1236364.0,2018-09-27T00:00:00,339.0
1200131,Bộ cấp nguồn/ Adaptor HP 18.5V-3.5A,1.0,230000.0,2018-09-19T00:00:00,957.0
1200132,Bộ cấp nguồn/ Adaptor HP 18.5V 3.5A (Đầu kim),19.0,4836355.0,2018-10-08T00:00:00,218.0
1200138,Bộ cấp nguồn/ Adaptor HP 19V-4.74A (Đầu kim),19.0,5527271.0,2018-10-09T00:00:00,978.0
1200140,Bộ cấp nguồn/ Adaptor IBM 16V-3.5A/4.5A,1.0,254545.0,2018-10-05T00:00:00,277.0
1200144,Bộ cấp nguồn/ Adaptor Lenovo 19V-3.42A,3.0,799092.0,2018-09-27T00:00:00,973.0
1200146,Bộ cấp nguồn/ Adaptor Lenovo 20V-2A,0.0,0.0,2018-09-30T00:00:00,0.0
1200147,Bộ cấp nguồn/ Adaptor Lenovo 20V-3.25A (Đầu Thường),4.0,1065456.0,2018-10-08T00:00:00,961.0
1200148,Bộ cấp nguồn/ Adaptor Lenovo 20V-3.25A (Đầu Kim),2.0,563636.0,2018-10-05T00:00:00,614.0
1200155,Bộ cấp nguồn/ Adaptor Samsung 19V-2.1A,2.0,558182.0,2018-09-17T00:00:00,205.0
1200156,Bộ cấp nguồn/ Adaptor Samsung 19V-3.16A,2.0,558182.0,2018-10-03T00:00:00,205.0
1200164,Bộ cấp nguồn/ Adaptor Sony 19.5V-3.9A,11.0,3070001.0,2018-10-08T00:00:00,623.0
1200165,Bộ cấp nguồn/ Adaptor Sony 19.5V-4.7A,14.0,4072726.0,2018-10-08T00:00:00,402.0
1200166,Bộ cấp nguồn/ Adaptor Sony 19.5V-3.3A,6.0,1674546.0,2018-10-04T00:00:00,615.0
1200169,Bộ cấp nguồn/ Adaptor Toshiba 19V-1.58A,1.0,254545.0,2018-09-27T00:00:00,277.0
1200170,Bộ cấp nguồn/ Adaptor Toshiba 19V-3.42A,11.0,2745450.0,2018-10-08T00:00:00,970.0
1200171,Bộ cấp nguồn/ Adaptor Toshiba 19V-3.95A,3.0,872727.0,2018-10-01T00:00:00,951.0
1200172,Bộ cấp nguồn/ Adaptor Toshiba 19V-4.74A,2.0,558182.0,2018-10-08T00:00:00,205.0
1200177,Bộ cấp nguồn/ Adaptor Apple 45W 2012 Zin,1.0,860909.0,2018-09-27T00:00:00,232.0
1200179,Bộ cấp nguồn/ Adaptor Apple 85W Zin,0.0,0.0,2018-09-20T00:00:00,0.0
1200181,áo mưa,3.0,0.0,2018-09-26T00:00:00,0.0
1200184,áo thun,280.0,0.0,2018-10-09T00:00:00,0.0
1200237,Ba lô Acer,1611.0,0.0,2018-10-09T00:00:00,0.0
1200250,Ba lô HP,0.0,0.0,2018-09-24T00:00:00,0.0
1200253,Ba lô Lenovo,210.0,0.0,2018-10-09T00:00:00,0.0
1200261,Ba lô tặng,7.0,0.0,2018-10-03T00:00:00,0.0
1200302,Bao da ổ cứng HDD Seagate,219.0,0.0,2018-10-09T00:00:00,0.0
1200613,Bộ vít 6088,17.0,1375361.0,2018-10-09T00:00:00,94.0
1200707,Cáp 1394 SSK,38.0,1209084.0,2018-10-09T00:00:00,302.0
1200709,Cáp CommScope (AMP) chính hiệu 5e FTP  (Thùng 305m),5.0,13569092.0,2018-10-05T00:00:00,60.0
1200712,Cáp CommScope (AMP) chính hiệu 5e UTP (Thùng 300m),25.0,47904358.0,2018-10-09T00:00:00,65.0
1200713,Cáp CommScope (AMP) chính hiệu cat.6 UTP (Thùng 300m),16.0,41192977.0,2018-10-09T00:00:00,552.0
1200727,Cáp Dintek 5e UTP (Thùng 100m),31.0,21530636.0,2018-10-09T00:00:00,594.0
1200728,Cáp Dintek 5e UTP (Thùng 300m),9.0,16772724.0,2018-10-08T00:00:00,117.0
1200730,Cáp Dintek cat 6 UTP (Thùng 300m),4.0,12000000.0,2018-10-04T00:00:00,972.0
1200751,Cáp HDMI->Micro HDMI 1.5M (01502),13.0,1087268.0,2018-10-05T00:00:00,575.0
1200755,Cáp HDMI Unitek YC 120 (116a) (10m),35.0,15254541.0,2018-10-09T00:00:00,479.0
1200757,Cáp HDMI Unitek YC 109 (15m),25.0,17403639.0,2018-10-08T00:00:00,407.0
1200759,Cáp HDMI Unitek YC 110 (20m),22.0,19955458.0,2018-10-08T00:00:00,465.0
1200766,Cáp HDMI Unitek YC 114 (3m),77.0,11102751.0,2018-10-09T00:00:00,724.0
1200771,Cáp HDMI Unitek YC 115 (5m),84.0,15769084.0,2018-10-09T00:00:00,432.0
1200815,Cáp RJ 11,661.0,1802728.0,2018-10-09T00:00:00,654.0
1200816,Cáp RJ 45 Dintek cat 5 (1 mét),2037.0,16074507.0,2018-10-09T00:00:00,128.0
1200817,Cáp RJ 45 CommScope (AMP) cat 5 (1 mét),2623.0,23790893.0,2018-10-09T00:00:00,691.0
1200819,Cáp Sata 150,245.0,1635023.0,2018-10-09T00:00:00,443.0
1200823,Cáp USB -> 2PS2  Unitek Y155,8.0,400000.0,2018-10-07T00:00:00,436.0
1200825,Cáp USB -> DB9+DB25 (WS-C003A),-1.0,-150000.0,2018-09-13T00:00:00,-668.0
1200834,Cáp USB máy in (10m),16.0,1440000.0,2018-10-09T00:00:00,157.0
1200835,Cáp USB nối dài (10m),37.0,3182790.0,2018-10-09T00:00:00,404.0
1200837,Cáp USB máy in (1.5m),106.0,2409073.0,2018-10-09T00:00:00,590.0
1200838,Cáp USB nối dài (1.5m),152.0,3441802.0,2018-10-09T00:00:00,103.0
1200839,Cáp USB máy in (3m),75.0,2386350.0,2018-10-09T00:00:00,65.0
1200840,Cáp USB nối dài (3m),52.0,1651355.0,2018-10-09T00:00:00,631.0
1200841,Cáp USB máy in (5m),66.0,2940022.0,2018-10-09T00:00:00,805.0
1200842,Cáp USB nối dài (5m),31.0,1409102.0,2018-10-09T00:00:00,538.0
1200860,Cáp USB nối dài SSK (1.5m),60.0,2178190.0,2018-10-09T00:00:00,768.0
1200863,Cáp UTP DTC (3m),85.0,1058992.0,2018-10-09T00:00:00,551.0
1200864,Cáp UTP DTC (5m),163.0,3012800.0,2018-10-08T00:00:00,935.0
1200868,Cáp UTP Vcom Cat6 flat (10m),138.0,10601842.0,2018-10-09T00:00:00,279.0
1200869,Cáp UTP Vcom Cat6 slim (10m),227.0,17500496.0,2018-10-09T00:00:00,400.0
1200870,Cáp UTP Vcom Cat6 flat (15m),66.0,6580000.0,2018-10-09T00:00:00,311.0
1200872,Cáp UTP Vcom Cat6 slim (15m),102.0,10861838.0,2018-10-09T00:00:00,962.0
1200873,Cáp UTP Vcom Cat6 flat (20m),92.0,11238303.0,2018-10-09T00:00:00,61.0
1200874,Cáp UTP Vcom Cat6 slim (20m),184.0,23829775.0,2018-10-09T00:00:00,222.0
1200876,Cáp UTP Vcom Cat6 flat (2m),118.0,4076347.0,2018-10-09T00:00:00,996.0
1200877,Cáp UTP Vcom Cat6 slim (2m),223.0,8107305.0,2018-10-09T00:00:00,999.0
1200878,Cáp UTP Vcom Cat6 flat (3m),69.0,2693418.0,2018-10-09T00:00:00,397.0
1200880,Cáp UTP Vcom Cat6 slim (3m),183.0,7472716.0,2018-10-09T00:00:00,62.0
1200881,Cáp UTP Vcom Cat6 flat (5m),130.0,6485500.0,2018-10-09T00:00:00,657.0
1200882,Cáp UTP Vcom Cat6 slim (5m),235.0,11728637.0,2018-10-09T00:00:00,21.0
1200895,Cáp VGA 10m,12.0,1135545.0,2018-10-05T00:00:00,420.0
1200896,Cáp VGA 15m,5.0,727275.0,2018-10-08T00:00:00,795.0
1200897,Cáp VGA 20m,5.0,840910.0,2018-09-29T00:00:00,413.0
1200900,Cáp VGA 5m,34.0,2311370.0,2018-10-05T00:00:00,760.0
1200901,Cáp VGA 1.8m,320.0,5431779.0,2018-10-09T00:00:00,332.0
1200910,Cáp nguồn,722.0,7596354.0,2018-10-09T00:00:00,602.0
1200913,Cáp nguồn Sata,74.0,332943.0,2018-10-09T00:00:00,982.0
1200914,Cáp nguồn Laptop,106.0,1913018.0,2018-10-09T00:00:00,963.0
1200922,Cáp đồng trục (mét),218.0,687266.0,2018-10-04T00:00:00,137.0
1201009,Card chuyển PCI -> 1394,1.0,140909.0,2018-10-02T00:00:00,658.0
1201036,Card tổng đài Panasonic KX-TE 82480,2.0,4840000.0,2018-09-26T00:00:00,836.0
1201037,Card tổng đài Panasonic KX-TE 82483,2.0,5100000.0,2018-09-27T00:00:00,514.0
1201125,Thùng máy/ Case CM-RC 343 (No power),13.0,7727510.0,2018-10-08T00:00:00,588.0
1201141,Thùng máy/ Case CM-RC K280 (No power),14.0,10403340.0,2018-10-08T00:00:00,550.0
1201142,Thùng máy/ Case CM-RC K350 (No power),2.0,1706364.0,2018-10-01T00:00:00,145.0
1201143,Thùng máy/ Case CM-RC K380 (No power),1.0,908182.0,2018-09-20T00:00:00,82.0
1201293,Bộ vệ sinh máy tính Kingmaster (4 món),263.0,4486520.0,2018-10-09T00:00:00,506.0
1201317,Thiết bị mạng D-Link DIR 605L,23.0,9381820.0,2018-10-08T00:00:00,138.0
1201327,Thiết bị mạng D-Link 1000 (DGE 528T),31.0,8100818.0,2018-10-05T00:00:00,566.0
1201374,Bộ nhớ DDR3 Kingmax 2GB (1600) (8 chip),15.0,6545456.0,2018-10-09T00:00:00,73.0
1201389,Bộ nhớ DDR3 Corsair 4GB (1600) C9 CMZ4GX3M1A,3.0,2896363.0,2018-10-08T00:00:00,533.0
1201390,Bộ nhớ DDR3 Kingmax 4GB (1600) (8 chip),112.0,84890986.0,2018-10-09T00:00:00,789.0
1201420,Bộ nhớ DDR3 Kingmax 8GB (1600),230.0,314789447.0,2018-10-09T00:00:00,618.0
1201465,ổ đĩa DVD Rom LiteOn 18X Sata,7.0,1684407.0,2018-10-08T00:00:00,386.0
1201470,ổ đĩa DVD WR Asus SDRW-08D2S- U,140.0,86947343.0,2018-10-09T00:00:00,804.0
1201474,ổ đĩa DVD WR Fujitsu External,35.0,28358188.0,2018-10-09T00:00:00,243.0
1201494,ổ đĩa DVD WR laptop Sata,1.0,545455.0,2018-09-30T00:00:00,595.0
1201529,Drum Brother DR 2255,3.0,3754545.0,2018-10-04T00:00:00,56.0
1201540,Dịch vụ sửa chữa và bảo trì 01 lần,548.0,52263635.0,2018-10-09T00:00:00,462.0
1201541,Dịch vụ sửa chữa và bảo trì 06 tháng,1.0,227273.0,2018-09-29T00:00:00,248.0
1201542,Dịch vụ sửa chữa và bảo trì 12 tháng,23.0,5150001.0,2018-09-28T00:00:00,65.0
1201620,Quạt CPU CM T2 mini,17.0,3940906.0,2018-10-07T00:00:00,761.0
1201633,Quạt case 8cm,40.0,502329.0,2018-10-07T00:00:00,856.0
1201635,Quạt case ATX 9cm,49.0,837982.0,2018-10-09T00:00:00,512.0
1201636,Quạt case CM Color 12cm,42.0,6030437.0,2018-10-08T00:00:00,653.0
1201648,"""Quạt case đèn 12"""" (120E)""",62.0,3310898.0,2018-10-08T00:00:00,369.0
1201653,Tay cầm Game pad 2008,18.0,1325451.0,2018-10-08T00:00:00,634.0
1201665,Tay cầm Game pad Logitech F310,15.0,7270963.0,2018-10-08T00:00:00,109.0
1201667,Tay cầm Game pad Logitech F710,4.0,3454546.0,2018-09-27T00:00:00,739.0
1201678,Giá treo máy chiếu 120cm,19.0,8878179.0,2018-10-09T00:00:00,997.0
1201679,Giá treo máy chiếu 180-200cm,1.0,1090909.0,2018-09-29T00:00:00,180.0
1201680,Giá treo máy chiếu 60 cm,13.0,4672724.0,2018-10-09T00:00:00,45.0
1201682,Giấy A4 210 liên tục (2-3 liên),7.0,2736363.0,2018-10-07T00:00:00,964.0
1201688,Giấy Epson S042070,1.0,131818.0,2018-09-11T00:00:00,648.0
1201691,Giấy A4 (Double A 80g),133.0,11197680.0,2018-10-09T00:00:00,807.0
1201693,Giấy A4 (Paper One 70g),9.0,572724.0,2018-10-08T00:00:00,621.0
1201694,Giấy A4 (Paper One 80g),13.0,996820.0,2018-10-09T00:00:00,937.0
1201695,Giấy A4 (Plus One 80g),3.0,218181.0,2018-09-18T00:00:00,237.0
1201696,Giấy A4 (Rong Shing),5.0,177273.0,2018-09-26T00:00:00,698.0
1201698,Giấy fax nhiệt,1.0,27273.0,2018-09-25T00:00:00,30.0
1201701,Giấy in bill 3 lliên K75x20m,50.0,1045455.0,2018-09-27T00:00:00,131.0
1201705,Giấy nhiệt 80x45mm in bill,613.0,5959984.0,2018-10-09T00:00:00,830.0
1201706,Giấy nhiệt 80x65mm in bill,607.0,10980909.0,2018-10-09T00:00:00,971.0
1201707,Giấy nhiệt K57,506.0,3681819.0,2018-10-09T00:00:00,987.0
1201708,Giấy ép khổ A3,2.0,1072728.0,2018-09-27T00:00:00,161.0
1201709,Giấy ép khổ A4 (80g),1.0,263636.0,2018-09-13T00:00:00,287.0
1201739,"ổ cứng HDD Seagate 1TB Backup Plus 3.0, 2.5'' (Đen)",51.0,75901814.0,2018-10-09T00:00:00,798.0
1201740,"ổ cứng HDD Seagate 1TB Backup Plus 3.0, 2.5'' (Đỏ)",37.0,54715815.0,2018-10-09T00:00:00,772.0
1201741,"ổ cứng HDD Seagate 1TB Expansion Portable 3.0, 2.5''",52.0,74196379.0,2018-10-09T00:00:00,573.0
1201747,ổ cứng HDD Seagate Barracuda 1TB Sata,670.0,632644535.0,2018-10-09T00:00:00,526.0
1201749,"ổ cứng HDD Transcend 1TB 25H3+Box 2.5""""",27.0,34421823.0,2018-10-09T00:00:00,797.0
1201758,"""ổ cứng HDD WD 1TB Elements Box 2.5""""3.0""",238.0,341234627.0,2018-10-09T00:00:00,917.0
1201762,ổ cứng HDD WD 1TB WD10EZEX Sata 3 (Xanh),1089.0,998677033.0,2018-10-09T00:00:00,112.0
1201765,ổ cứng HDD WD 1TB WD10EFRX Sata 3 (Đỏ),24.0,33693458.0,2018-10-09T00:00:00,930.0
1201785,ổ cứng HDD Seagate Barracuda 2TB Sata,68.0,103043178.0,2018-10-09T00:00:00,62.0
1201787,"ổ cứng HDD WD 2TB Elements+Box 3.5""""",14.0,28281817.0,2018-10-08T00:00:00,556.0
1201791,ổ cứng HDD WD 2TB WD20EFRX Sata3 (Đỏ),15.0,30711198.0,2018-10-09T00:00:00,265.0
1201819,"ổ cứng HDD Seagate 3TB Backup Plus 3.0, 3.5''",1.0,2750000.0,2018-09-27T00:00:00,475.0
1201820,"ổ cứng HDD Seagate 3TB Expansion Portable 3.0, 3.5''",4.0,10690908.0,2018-10-05T00:00:00,553.0
1201823,"""ổ cứng HDD WD 3TB Elements+Box 3.5"""" 3.0""",17.0,45918184.0,2018-10-09T00:00:00,612.0
1201825,ổ cứng HDD WD 3TB WD30EFRX Sata 3 (Đỏ),7.0,18966987.0,2018-10-03T00:00:00,814.0
1201864,ổ cứng HDD Seagate 500GB Expansion Portable (USB 3.0),24.0,26663060.0,2018-10-07T00:00:00,235.0
1201874,ổ cứng HDD Seagate Barracuda 500GB Sata,108.0,106943306.0,2018-10-09T00:00:00,405.0
1201880,"ổ cứng HDD Transcend 500GB M3 + Box 2.5""""",2.0,2190910.0,2018-09-24T00:00:00,371.0
1201885,"ổ cứng HDD Transcend 500GB StoreJet H3+Box 2.5""""",2.0,2190910.0,2018-10-08T00:00:00,371.0
1201895,"""ổ cứng HDD WD 500GB Elements+Box 2.5""""3.0""",182.0,199381843.0,2018-10-09T00:00:00,416.0
1202095,Tai nghe Logitech H150 (Trắng),50.0,13537358.0,2018-10-09T00:00:00,614.0
1202096,Tai nghe Logitech H150 (Xanh),20.0,6054540.0,2018-10-09T00:00:00,540.0
1202154,Tai nghe Microlab K-280,41.0,9583648.0,2018-10-08T00:00:00,166.0
1202155,Tai nghe Microlab K-290,56.0,13722747.0,2018-10-09T00:00:00,347.0
1202370,Tai nghe Soundmax AH 302,27.0,6300007.0,2018-10-09T00:00:00,820.0
1202371,Tai nghe Soundmax AH 304,44.0,11586805.0,2018-10-09T00:00:00,458.0
1202532,Hộc đựng tiền Topcash JJ-330E,8.0,6676364.0,2018-09-25T00:00:00,820.0
1202535,Hộp chia line (2 line),8.0,145456.0,2018-10-08T00:00:00,160.0
1202565,Mực in Brother LC 73BK,6.0,2345454.0,2018-10-09T00:00:00,538.0
1202566,Mực in Brother LC 73C,1.0,254545.0,2018-10-09T00:00:00,277.0
1202567,Mực in Brother LC 73M,2.0,509090.0,2018-10-09T00:00:00,554.0
1202568,Mực in Brother LC 73Y,3.0,763635.0,2018-10-09T00:00:00,831.0
1202577,Mực in Brother TN 2260,3.0,2059090.0,2018-10-01T00:00:00,730.0
1202578,Mực in Brother TN 2280,6.0,6447272.0,2018-10-01T00:00:00,771.0
1202584,Mực in Canon 303,30.0,38310000.0,2018-10-08T00:00:00,288.0
1202589,Mực in Canon 308,6.0,8018182.0,2018-10-07T00:00:00,668.0
1202597,Mực in Canon 325,13.0,15860000.0,2018-10-09T00:00:00,538.0
1202598,Mực in Canon 328,5.0,6750000.0,2018-09-28T00:00:00,799.0
1202618,Mực in Canon CL 741CL,8.0,4000000.0,2018-10-09T00:00:00,324.0
1202619,Mực in Canon CL 811,7.0,3468183.0,2018-10-05T00:00:00,250.0
1202621,Mực in Canon CL 98,10.0,3545452.0,2018-10-04T00:00:00,835.0
1202644,Mực in Canon PG 740BK,12.0,4254541.0,2018-10-07T00:00:00,597.0
1202645,Mực in Canon PG 810,13.0,5002728.0,2018-10-08T00:00:00,106.0
1202648,Mực in Canon PG 88,11.0,3250910.0,2018-10-04T00:00:00,921.0
1202653,Mực in Epson C13T6641,194.0,30628865.0,2018-10-09T00:00:00,670.0
1202654,Mực in Epson C13T6642,95.0,14935021.0,2018-10-09T00:00:00,812.0
1202655,Mực in Epson C13T6643,96.0,15127040.0,2018-10-09T00:00:00,112.0
1202656,Mực in Epson C13T6644,99.0,15596839.0,2018-10-09T00:00:00,726.0
1202657,Mực in Epson C13T673100,43.0,12876373.0,2018-10-08T00:00:00,524.0
1202658,Mực in Epson C13T673200,38.0,11182919.0,2018-10-08T00:00:00,172.0
1202659,Mực in Epson C13T673300,42.0,12380191.0,2018-10-08T00:00:00,770.0
1202660,Mực in Epson C13T673400,41.0,12195645.0,2018-10-08T00:00:00,871.0
1202661,Mực in Epson C13T673500,48.0,14223829.0,2018-10-08T00:00:00,965.0
1202662,Mực in Epson C13T673600,42.0,12493828.0,2018-10-08T00:00:00,390.0
1202705,Mực in Epson T122100,15.0,3354543.0,2018-10-03T00:00:00,627.0
1202706,Mực in Epson T122200,13.0,2907270.0,2018-10-02T00:00:00,341.0
1202707,Mực in Epson T122300,12.0,2683635.0,2018-10-02T00:00:00,704.0
1202708,Mực in Epson T122400,22.0,4919999.0,2018-10-05T00:00:00,115.0
1202709,Mực in Epson T122500,18.0,4025453.0,2018-10-09T00:00:00,552.0
1202710,Mực in Epson T122600,15.0,3354543.0,2018-10-09T00:00:00,627.0
1202758,Mực in HP CB435A,11.0,15900004.0,2018-10-04T00:00:00,182.0
1202773,Mực in HP CD887AA (703),23.0,4580909.0,2018-10-08T00:00:00,49.0
1202774,Mực in HP CD888AA (703),23.0,4580909.0,2018-10-08T00:00:00,49.0
1202780,Mực in HP CE285A,37.0,53438479.0,2018-10-09T00:00:00,830.0
1202781,Mực in HP CE310A,1.0,1054545.0,2018-09-30T00:00:00,140.0
1202782,Mực in HP CE311A,1.0,1171818.0,2018-10-07T00:00:00,369.0
1202783,Mực in HP CE312A,1.0,1171818.0,2018-10-07T00:00:00,369.0
1202785,Mực in HP CE320A,1.0,1454545.0,2018-09-17T00:00:00,576.0
1202786,Mực in HP CE321A,1.0,1386364.0,2018-09-17T00:00:00,1007.0
1202787,Mực in HP CE322A,1.0,1386364.0,2018-09-17T00:00:00,1007.0
1202788,Mực in HP CE323A,1.0,1386364.0,2018-09-17T00:00:00,1007.0
1202790,Mực in HP CE505A,2.0,3780000.0,2018-10-04T00:00:00,286.0
1202791,Mực in HP CF280A,7.0,15317273.0,2018-10-09T00:00:00,653.0
1202792,Mực in HP CH561WA (61),22.0,7127459.0,2018-10-08T00:00:00,892.0
1202793,Mực in HP CH562WA (61),18.0,7363638.0,2018-10-08T00:00:00,965.0
1202794,Mực in HP CN045AA (950XL),9.0,6630910.0,2018-10-04T00:00:00,771.0
1202795,Mực in HP CN046AA (951XL),8.0,4363637.0,2018-10-03T00:00:00,721.0
1202796,Mực in HP CN047AA (951XL),8.0,4363637.0,2018-10-03T00:00:00,721.0
1202797,Mực in HP CN048AA (951XL),9.0,4910910.0,2018-10-03T00:00:00,107.0
1202800,Mực in HP CZ107AA (678),63.0,12588000.0,2018-10-09T00:00:00,725.0
1202801,Mực in HP CZ108AA (678),60.0,12000000.0,2018-10-09T00:00:00,972.0
1202802,Mực in HP CZ121AA (685),14.0,2800000.0,2018-10-02T00:00:00,25.0
1202803,Mực in HP CZ122AA (685),11.0,1610001.0,2018-10-02T00:00:00,646.0
1202804,Mực in HP CZ123AA (685),11.0,1610002.0,2018-10-07T00:00:00,647.0
1202805,Mực in HP CZ124AA (685),12.0,1756366.0,2018-10-02T00:00:00,706.0
1202806,Mực in HP Q2612A,2.0,3323627.0,2018-09-30T00:00:00,990.0
1202854,Mực in Xerox CT 201591,1.0,1208455.0,2018-09-28T00:00:00,682.0
1202903,Bàn phím Dell USB,571.0,82298674.0,2018-10-09T00:00:00,598.0
1202937,Bàn phím Logitech K120,713.0,105228109.0,2018-10-09T00:00:00,508.0
1202938,Bàn phím Logitech K270,109.0,34238851.0,2018-10-09T00:00:00,454.0
1202982,Bàn phím+Chuột máy tính Logitech MK120,604.0,143800296.0,2018-10-09T00:00:00,643.0
1202983,Bàn phím+Chuột máy tính Logitech MK200,261.0,47101374.0,2018-10-09T00:00:00,245.0
1202984,Bàn phím+Chuột máy tính Logitech MK220,40.0,14847869.0,2018-10-09T00:00:00,434.0
1203000,Bàn phím laptop Acer 4736Z/4738G/4752G/4552/4339/4349/4350/4352G/4738/4740/4741/4743G/4745G/3810/3820/3935/EMacchines D440/D442/D443/D528/D529/D640,23.0,4181814.0,2018-10-09T00:00:00,518.0
1203007,Bàn phím laptop Acer 5755/5830T/NV55/NV57/V3-571/V3-551/NV52/E1-532/E-522/E1-530/E1-570/E1-571/E5-571,14.0,5090904.0,2018-10-09T00:00:00,499.0
1203020,Bàn phím laptop Asus K40/X84IJ,7.0,1699089.0,2018-10-03T00:00:00,942.0
1203021,Bàn phím laptop Asus K42/K43/UL30/X42/U45/U45JC/U81/U81A/X45/A40/A42/K84/N43 (Cáp thẳng) (Đen),13.0,2363634.0,2018-10-09T00:00:00,556.0
1203022,Bàn phím laptop Asus K52/U50/G51/G53/G60/G72/G73/UX50 (Đen),8.0,1454544.0,2018-10-04T00:00:00,575.0
1203034,Bàn phím laptop Dell  Inspiron1440,3.0,1344546.0,2018-09-29T00:00:00,558.0
1203035,Bàn phím laptop Dell 1464,1.0,279091.0,2018-10-05T00:00:00,607.0
1203038,Bàn phím laptop Dell 1535/1555/1558/1536/1537/1557/1575/1435,1.0,254545.0,2018-09-28T00:00:00,277.0
1203041,Bàn phím laptop Dell 15R/3521/Inspiron 3437/5437/3537/5521/5537/5421/5521/5535,19.0,4611813.0,2018-10-09T00:00:00,683.0
1203048,Bàn phím laptop Dell A840/1088/1014/1015/1410PP37L,1.0,218182.0,2018-09-19T00:00:00,238.0
1203050,Bàn phím laptop Dell E6400/ E6410,3.0,908181.0,2018-10-02T00:00:00,81.0
1203052,Bàn phím laptop Dell N4110/4050/5050/4349/3520/4040/3460/V131/2420/Vostro 3350/3450/3550/3555/1440/ Inspiron 3437/3420/3520/7420/5437/5520,45.0,8181810.0,2018-10-09T00:00:00,838.0
1203059,Bàn phím laptop HP Probook 4410S/4411S/4415S/4416S,1.0,448182.0,2018-09-23T00:00:00,186.0
1203060,Bàn phím laptop HP Probook 4420S/4421S/4425S/4426S,0.0,0.0,2018-09-27T00:00:00,0.0
1203061,Bàn phím laptop HP PROBOOK 4530S/4535S/4730S,1.0,327273.0,2018-09-18T00:00:00,357.0
1203064,Bàn phím laptop HP 6530S/6730S/6535S/6731S/6735S/510/530/615/515/516/610/511,5.0,1213635.0,2018-10-08T00:00:00,817.0
1203065,Bàn phím laptop HP 8440,1.0,315455.0,2018-09-16T00:00:00,647.0
1203066,Bàn phím laptop HP C700/C727/C729/C730/G7000/G7010/G7020/G7030/G7040,1.0,302727.0,2018-09-17T00:00:00,27.0
1203067,Bàn phím laptop HP CQ40/CQ41/CQ45,1.0,242727.0,2018-09-23T00:00:00,567.0
1203068,Bàn phím laptop HP CQ42/G42,5.0,909090.0,2018-10-04T00:00:00,990.0
1203069,Bàn phím laptop HP CQ60/G60 (Đen),2.0,581818.0,2018-09-22T00:00:00,634.0
1203073,Bàn phím laptop HP DV2000/DV2700/V3000/V3500/V3600/V3700/V3800/V3100,4.0,970908.0,2018-10-04T00:00:00,250.0
1203075,Bàn phím laptop HP DV3-4000,1.0,279091.0,2018-10-08T00:00:00,607.0
1203081,Bàn phím laptop HP DV6 (Đen),0.0,0.0,2018-09-30T00:00:00,0.0
1203098,Bàn phím laptop MAC,1.0,788182.0,2018-10-03T00:00:00,153.0
1203103,Bàn phím laptop Sony CW  (Đen),3.0,799092.0,2018-10-01T00:00:00,973.0
1203105,Bàn phím laptop Sony EA (Đen),2.0,605454.0,2018-09-25T00:00:00,54.0
1203106,Bàn phím laptop Sony EB  (Trắng),1.0,363636.0,2018-10-08T00:00:00,396.0
1203108,Bàn phím laptop Sony EH (Đen),2.0,654546.0,2018-10-01T00:00:00,714.0
1203139,Phần mềm Kaspersky Antivirus 1 máy tính,304.0,48286750.0,2018-10-09T00:00:00,46.0
1203140,Phần mềm Kaspersky Antivirus 3 máy tính,151.0,43662682.0,2018-10-09T00:00:00,225.0
1203141,Phần mềm Kaspersky Internet Security 1 máy tính,1191.0,320073485.0,2018-10-09T00:00:00,523.0
1203142,Phần mềm Kaspersky Internet Security 3 máy tính,276.0,155905270.0,2018-10-09T00:00:00,644.0
1203143,Phần mềm Kaspersky KSOS 1 Server+10PCs,7.0,21350000.0,2018-10-01T00:00:00,569.0
1203144,Phần mềm Kaspersky KSOS 1 Server+5PCs,7.0,16100000.0,2018-10-08T00:00:00,396.0
1203145,Keo giải nhiệt,108.0,756236.0,2018-10-09T00:00:00,495.0
1203164,Khóa laptop CP 1300,8.0,1443638.0,2018-10-08T00:00:00,768.0
1203196,Kiềm RJ 45+RJ 11 (HT 568),16.0,5600000.0,2018-10-05T00:00:00,50.0
1203197,Kiềm RJ 45+RJ 11 Dintek,12.0,4546271.0,2018-10-09T00:00:00,726.0
1203288,Màn hình LCD Dell 24'' U2412M,8.0,32384910.0,2018-10-08T00:00:00,46.0
1203382,"""LCD laptop 14.1"""" WX""",2.0,2181818.0,2018-10-09T00:00:00,360.0
