ma_vt,ten_vt,sl_ban_ra,tien_ban_ra,last_date,extra
1500924,Bộ định tuyến/ Draytek V2925FN (1 sợi quang),13.0,51549933.0,2018-10-09T00:00:00,123.0
1500940,Bộ cấp nguồn/ Adaptor camera Questek PB-06 12V-30A,3.0,2536364.0,2018-10-03T00:00:00,747.0
1500941,Máy in Canon LBP 6030w,67.0,150095457.0,2018-10-09T00:00:00,653.0
1500948,Cáp Micro USB Elecom MPA-AMBCL12GN (Xanh lá),1.0,99091.0,2018-09-17T00:00:00,209.0
1500949,Cáp Micro USB Elecom MPA-AMBCL12PN (Hồng),3.0,291818.0,2018-10-05T00:00:00,217.0
1500998,Máy quét/ Scanner Epson V39,22.0,46103505.0,2018-10-09T00:00:00,277.0
1501000,Thẻ nhớ Micro SD Transcend 32GB (class 10),31.0,6688732.0,2018-10-09T00:00:00,71.0
1501037,Máy in Ricoh SP210SF,1.0,3500000.0,2018-10-02T00:00:00,788.0
1501038,Máy in Ricoh SP210SU,1.0,2490909.0,2018-10-03T00:00:00,697.0
1501097,Khay ổ cứng 2.5'' slim,232.0,79474464.0,2018-10-09T00:00:00,579.0
1501098,Khay ổ cứng 2.5'' dày,67.0,23145484.0,2018-10-09T00:00:00,33.0
1501109,Docking ổ cứng Sharkoon Sata QuickPort XT Duo usb 3.0,6.0,4636363.0,2018-09-15T00:00:00,8.0
1501154,Thiết bị mạng D-Link DIR 880L,3.0,9532727.0,2018-09-27T00:00:00,704.0
1501155,Máy hủy giấy DSB FD-506M,6.0,9600000.0,2018-10-05T00:00:00,374.0
1501172,Máy in Ricoh SP212SNW,3.0,9205364.0,2018-09-20T00:00:00,257.0
1501173,Máy in Ricoh SP212SFNW,0.0,0.0,2018-09-23T00:00:00,0.0
1501175,Máy in Xerox P225db,1.0,2142727.0,2018-09-11T00:00:00,620.0
1501220,Bàn phím laptop Sony SVT13/SVT14,2.0,1478182.0,2018-09-20T00:00:00,1006.0
1501247,Bộ nhớ laptop DDR3L Kingston 4GB (1600) (KVR16LS11/4)1.35V,238.0,173377103.0,2018-10-09T00:00:00,633.0
1501248,Bộ nhớ laptop DDR3L Kingston 8GB (1600) (KVR16LS11/8)1.35V,103.0,149616077.0,2018-10-09T00:00:00,548.0
1501249,Bộ nhớ DDR3 Kingston 8GB (1600) Hyper X Fury (HX316C10F/8) (Xanh),4.0,6618180.0,2018-10-08T00:00:00,149.0
1501298,Mực in Canon 337,17.0,25410000.0,2018-10-08T00:00:00,353.0
1501302,"Túi đệm Lenovo 11.6""""",1.0,0.0,2018-09-26T00:00:00,0.0
1501307,Quạt CPU CM Hyper D92,15.0,12727635.0,2018-10-08T00:00:00,109.0
1501309,Thùng máy/ Case Sama S6 (No Power),34.0,11212855.0,2018-10-09T00:00:00,847.0
1501326,Máy hủy giấy Silicon PS-650C,2.0,7018182.0,2018-09-27T00:00:00,587.0
1501329,Loa Microlab M108U (2.1),15.0,7483455.0,2018-10-08T00:00:00,711.0
